<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
NOKRUB;D;20220930;0;5.7239665;;;5.7602145;
NOKRUB;D;20220930;0;5.7623724;;;5.7701640;
NOKRUB;D;20220930;0;5.8267495;;;5.8678447;
NOKRUB;D;20220930;0;5.8682261;;;5.8855990;
NOKRUB;D;20220930;0;5.8551700;;;5.7632514;
NOKRUB;D;20220930;0;5.6499258;;;5.7567709;
NOKRUB;D;20220930;0;5.7328233;;;5.7189779;
NOKRUB;D;20221002;0;5.7186465;;;5.8042260;
NOKRUB;D;20221003;0;5.7511261;;;5.8340363;
NOKRUB;D;20221003;0;5.8354967;;;5.8316952;
NOKRUB;D;20221003;0;5.8145333;;;5.7362821;
NOKRUB;D;20221003;0;5.7362821;;;5.6337264;
NOKRUB;D;20221003;0;5.6342002;;;5.5703092;
NOKRUB;D;20221003;0;5.7475594;;;5.7404284;
NOKRUB;D;20221003;0;5.7466974;;;5.7451373;
NOKRUB;D;20221003;0;5.7163160;;;5.5831866;
NOKRUB;D;20221003;0;5.6629059;;;5.6591547;
NOKRUB;D;20221003;0;5.5978634;;;5.6080287;
NOKRUB;D;20221003;0;5.6399403;;;5.6040272;
NOKRUB;D;20221003;0;5.6388951;;;5.5830161;
NOKRUB;D;20221003;0;5.6357686;;;5.7036352;
NOKRUB;D;20221003;0;5.7713334;;;5.6512197;
NOKRUB;D;20221003;0;5.7296118;;;5.7943066;
NOKRUB;D;20221003;0;5.7010033;;;5.7049864;
NOKRUB;D;20221003;0;5.7453262;;;5.6783110;
NOKRUB;D;20221003;0;5.6901474;;;5.7206962;
NOKRUB;D;20221003;0;5.7615638;;;5.7076681;
NOKRUB;D;20221004;0;5.7928572;;;5.7539914;
NOKRUB;D;20221004;0;5.6343666;;;5.6247613;
NOKRUB;D;20221004;0;5.6251418;;;5.6185357;
NOKRUB;D;20221004;0;5.6186081;;;5.6247401;
NOKRUB;D;20221004;0;5.6244698;;;5.6560296;
NOKRUB;D;20221004;0;5.6582980;;;5.6123827;
NOKRUB;D;20221004;0;5.6137564;;;5.6542702;
NOKRUB;D;20221004;0;5.6590621;;;5.6557946;
NOKRUB;D;20221004;0;5.6604053;;;5.7357958;
NOKRUB;D;20221004;0;5.6542733;;;5.6803876;
NOKRUB;D;20221004;0;5.6540573;;;5.6451970;
NOKRUB;D;20221004;0;5.6583794;;;5.6816856;
NOKRUB;D;20221004;0;5.6838152;;;5.6895273;
NOKRUB;D;20221004;0;5.6726774;;;5.6885865;
NOKRUB;D;20221004;0;5.6812049;;;5.6346671;
NOKRUB;D;20221004;0;5.7082856;;;5.6900925;
NOKRUB;D;20221004;0;5.6887611;;;5.6672090;
NOKRUB;D;20221004;0;5.6775839;;;5.6972794;
NOKRUB;D;20221004;0;5.6941374;;;5.7290829;
NOKRUB;D;20221004;0;5.6785753;;;5.6964923;
NOKRUB;D;20221004;0;5.6967369;;;5.6679735;
NOKRUB;D;20221004;0;5.7139039;;;5.6858958;
NOKRUB;D;20221005;0;5.6852589;;;5.6333782;
NOKRUB;D;20221005;0;5.6995184;;;5.6287353;
NOKRUB;D;20221005;0;5.6730311;;;5.6613810;
NOKRUB;D;20221005;0;5.6612306;;;5.6728596;
NOKRUB;D;20221005;0;5.6708752;;;5.6740699;
NOKRUB;D;20221005;0;5.6758919;;;5.6760965;
NOKRUB;D;20221005;0;5.6768839;;;5.6702407;
NOKRUB;D;20221005;0;5.6711424;;;5.6754641;
NOKRUB;D;20221005;0;5.6071710;;;5.5957709;
NOKRUB;D;20221005;0;5.5960087;;;5.6166333;
NOKRUB;D;20221005;0;5.6507572;;;5.6715500;
NOKRUB;D;20221005;0;5.6691521;;;5.6721798;
NOKRUB;D;20221005;0;5.6650794;;;5.7226074;
NOKRUB;D;20221005;0;5.7220567;;;5.6683335;
NOKRUB;D;20221005;0;5.6712611;;;5.7620377;
NOKRUB;D;20221005;0;5.7620377;;;5.7794133;
NOKRUB;D;20221005;0;5.7864296;;;5.8039963;
NOKRUB;D;20221005;0;5.8011871;;;5.8044691;
NOKRUB;D;20221005;0;5.8094223;;;5.8203646;
NOKRUB;D;20221005;0;5.7797731;;;5.7786601;
NOKRUB;D;20221005;0;5.8408197;;;5.7638538;
NOKRUB;D;20221005;0;5.7014066;;;5.7665729;
NOKRUB;D;20221005;0;5.8238176;;;5.7531331;
NOKRUB;D;20221006;0;5.8086164;;;5.6888508;
NOKRUB;D;20221006;0;5.7123000;;;5.7175529;
NOKRUB;D;20221006;0;5.7171715;;;5.6839174;
NOKRUB;D;20221006;0;5.7147052;;;5.6845488;
NOKRUB;D;20221006;0;5.6725025;;;5.6818615;
NOKRUB;D;20221006;0;5.6812176;;;5.6990071;
NOKRUB;D;20221006;0;5.6880691;;;5.6890459;
NOKRUB;D;20221006;0;5.7009937;;;5.6139553;
NOKRUB;D;20221006;0;5.6687904;;;5.6749141;
NOKRUB;D;20221006;0;5.7183157;;;5.6940110;
NOKRUB;D;20221006;0;5.7086585;;;5.6639738;
NOKRUB;D;20221006;0;5.7244289;;;5.6827319;
NOKRUB;D;20221006;0;5.7325564;;;5.7995772;
NOKRUB;D;20221006;0;5.8048988;;;5.8233197;
NOKRUB;D;20221006;0;5.8536240;;;5.7443076;
NOKRUB;D;20221006;0;5.7492164;;;5.7524803;
NOKRUB;D;20221006;0;5.7988430;;;5.7659427;
NOKRUB;D;20221006;0;5.6836864;;;5.7956879;
NOKRUB;D;20221006;0;5.7324393;;;5.7921468;
NOKRUB;D;20221007;0;5.7066145;;;5.6699289;
NOKRUB;D;20221007;0;5.6455317;;;5.6242560;
NOKRUB;D;20221007;0;5.6245963;;;5.6428380;
NOKRUB;D;20221007;0;5.6425282;;;5.7076420;
NOKRUB;D;20221007;0;5.7074396;;;5.7133852;
NOKRUB;D;20221007;0;5.7130940;;;5.6658974;
NOKRUB;D;20221007;0;5.6670269;;;5.6598637;
NOKRUB;D;20221007;0;5.6669898;;;5.7170398;
NOKRUB;D;20221007;0;5.7123831;;;5.7573424;
NOKRUB;D;20221007;0;5.7574910;;;5.7412755;
NOKRUB;D;20221007;0;5.7404459;;;5.6984115;
NOKRUB;D;20221007;0;5.7167707;;;5.6534072;
NOKRUB;D;20221007;0;5.7205376;;;5.6771428;
NOKRUB;D;20221007;0;5.7134261;;;5.6937045;
NOKRUB;D;20221007;0;5.6937045;;;5.7077204;
NOKRUB;D;20221007;0;5.7056081;;;5.7532929;
NOKRUB;D;20221007;0;5.7068334;;;5.6789068;
NOKRUB;D;20221007;0;5.6267933;;;5.7024557;
NOKRUB;D;20221007;0;5.6698458;;;5.6539749;
NOKRUB;D;20221008;0;5.6062465;;;5.6294922;
NOKRUB;D;20221008;0;5.6507599;;;5.6687128;
NOKRUB;D;20221010;0;5.6895426;;;5.6870425;
NOKRUB;D;20221010;0;5.6875125;;;5.7036923;
NOKRUB;D;20221010;0;5.7030446;;;5.7353105;
NOKRUB;D;20221010;0;5.7361511;;;5.7344322;
NOKRUB;D;20221010;0;5.7373977;;;5.7571463;
NOKRUB;D;20221010;0;5.8533051;;;5.8646136;
NOKRUB;D;20221010;0;5.8689475;;;5.8559515;
NOKRUB;D;20221010;0;5.8560565;;;5.8217999;
NOKRUB;D;20221010;0;5.7605348;;;5.8261542;
NOKRUB;D;20221010;0;5.8154314;;;5.7938724;
NOKRUB;D;20221010;0;5.8447902;;;5.7832608;
NOKRUB;D;20221010;0;5.8652540;;;5.7682266;
NOKRUB;D;20221010;0;5.8515320;;;5.7655164;
NOKRUB;D;20221010;0;5.8045862;;;5.7631530;
NOKRUB;D;20221010;0;5.8173689;;;5.8102782;
NOKRUB;D;20221010;0;5.8441270;;;5.7992183;
NOKRUB;D;20221011;0;5.8228222;;;5.8257809;
NOKRUB;D;20221011;0;5.8934914;;;5.7818162;
NOKRUB;D;20221011;0;5.7818162;;;5.7394547;
NOKRUB;D;20221011;0;5.7783979;;;5.8001425;
NOKRUB;D;20221011;0;5.8771918;;;5.8769482;
NOKRUB;D;20221011;0;5.8749949;;;5.9043782;
NOKRUB;D;20221011;0;5.8894831;;;5.8906570;
NOKRUB;D;20221011;0;5.9060411;;;5.8971849;
NOKRUB;D;20221011;0;5.8957450;;;5.8852547;
NOKRUB;D;20221011;0;5.8844915;;;5.8590344;
NOKRUB;D;20221011;0;5.8859214;;;5.8449973;
NOKRUB;D;20221011;0;5.8930294;;;5.8598364;
NOKRUB;D;20221011;0;5.8438181;;;5.8780356;
NOKRUB;D;20221011;0;5.8773885;;;5.8681141;
NOKRUB;D;20221011;0;5.8451918;;;5.9181539;
NOKRUB;D;20221011;0;5.9186155;;;5.8310117;
NOKRUB;D;20221011;0;5.8179407;;;5.8271344;
NOKRUB;D;20221011;0;5.8046417;;;5.8437451;
NOKRUB;D;20221012;0;5.9348840;;;5.9813341;
NOKRUB;D;20221012;0;5.9802550;;;6.0030460;
